"Instrument","StandStroom","Periode","waarde"
"Deposito's met opzegtermijn ","Netto inleg ","2020-06",2916
"Deposito's met opzegtermijn ","Netto inleg ","2020-07",964
"Deposito's met opzegtermijn ","Netto inleg ","2020-08",637
"Deposito's met opzegtermijn ","Netto inleg ","2020-09",824
"Deposito's met opzegtermijn ","Netto inleg ","2020-10",936
"Deposito's met opzegtermijn ","Netto inleg ","2020-11",8
"Deposito's met opzegtermijn ","Netto inleg ","2020-12",-1465
"Deposito's met opzegtermijn ","Netto inleg ","2021-01",4500
"Deposito's met opzegtermijn ","Netto inleg ","2021-02",1527
"Deposito's met opzegtermijn ","Netto inleg ","2021-03",2679
"Deposito's met opzegtermijn ","Netto inleg ","2021-04",1096
"Deposito's met opzegtermijn ","Netto inleg ","2021-05",4803
"Deposito's met opzegtermijn ","Netto inleg ","2021-06",408
"Deposito's met opzegtermijn ","Netto inleg ","2021-07",-1053
"Deposito's met opzegtermijn ","Netto inleg ","2021-08",-931
"Deposito's met opzegtermijn ","Netto inleg ","2021-09",158
"Deposito's met opzegtermijn ","Netto inleg ","2021-10",326
"Deposito's met opzegtermijn ","Netto inleg ","2021-11",-1386
"Deposito's met opzegtermijn ","Netto inleg ","2021-12",-236
"Deposito's met opzegtermijn ","Netto inleg ","2022-01",2691
"Deposito's met opzegtermijn ","Netto inleg ","2022-02",1038
"Deposito's met opzegtermijn ","Netto inleg ","2022-03",1574
"Deposito's met opzegtermijn ","Netto inleg ","2022-04",1605
"Deposito's met opzegtermijn ","Netto inleg ","2022-05",6561
"Deposito's met opzegtermijn ","Netto inleg ","2022-06",2456
"Deposito's met opzegtermijn ","Netto inleg ","2022-07",878
"Deposito's met opzegtermijn ","Netto inleg ","2022-08",-35
"Deposito's met opzegtermijn ","Netto inleg ","2022-09",485
"Deposito's met opzegtermijn ","Netto inleg ","2022-10",669
"Deposito's met opzegtermijn ","Netto inleg ","2022-11",1864
"Deposito's met opzegtermijn ","Netto inleg ","2022-12",3388
"Deposito's met opzegtermijn ","Netto inleg ","2023-01",1390
"Deposito's met opzegtermijn ","Netto inleg ","2023-02",617
"Deposito's met opzegtermijn ","Netto inleg ","2023-03",1354
"Deposito's met opzegtermijn ","Netto inleg ","2023-04",-48
"Deposito's met opzegtermijn ","Netto inleg ","2023-05",6559
"Deposito's met opzegtermijn ","Netto inleg ","2023-06",2024
"Deposito's met opzegtermijn ","Netto inleg ","2023-07",-967
"Deposito's met opzegtermijn ","Netto inleg ","2023-08",-1449
"Deposito's met opzegtermijn ","Netto inleg ","2023-09",-780
"Deposito's met opzegtermijn ","Netto inleg ","2023-10",-774
"Deposito's met opzegtermijn ","Netto inleg ","2023-11",384
"Deposito's met opzegtermijn ","Netto inleg ","2023-12",2443
"Deposito's met opzegtermijn ","Netto inleg ","2024-01",130
"Deposito's met opzegtermijn ","Netto inleg ","2024-02",-1235
"Deposito's met opzegtermijn ","Netto inleg ","2024-03",887
"Deposito's met opzegtermijn ","Netto inleg ","2024-04",765
"Deposito's met opzegtermijn ","Netto inleg ","2024-05",8231
"Deposito's met opzegtermijn ","Netto inleg ","2024-06",1029
"Deposito's met opzegtermijn ","Netto inleg ","2024-07",-1722
"Deposito's met opzegtermijn ","Netto inleg ","2024-08",-357
"Deposito's met opzegtermijn ","Netto inleg ","2024-09",-364
"Deposito's met opzegtermijn ","Netto inleg ","2024-10",722
"Deposito's met opzegtermijn ","Netto inleg ","2024-11",2229
"Deposito's met opzegtermijn ","Netto inleg ","2024-12",4090
"Deposito's met opzegtermijn ","Statistisch verschil ","1998-01",-1003
"Deposito's met opzegtermijn ","Statistisch verschil ","1998-02",0
"Deposito's met opzegtermijn ","Statistisch verschil ","1998-03",0
"Deposito's met opzegtermijn ","Statistisch verschil ","1998-04",0
"Deposito's met opzegtermijn ","Statistisch verschil ","1998-05",0
"Deposito's met opzegtermijn ","Statistisch verschil ","1998-06",0
"Deposito's met opzegtermijn ","Statistisch verschil ","1998-07",0
"Deposito's met opzegtermijn ","Statistisch verschil ","1998-08",0
"Deposito's met opzegtermijn ","Statistisch verschil ","1998-09",0
"Deposito's met opzegtermijn ","Statistisch verschil ","1998-10",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","1998-11",0
"Deposito's met opzegtermijn ","Statistisch verschil ","1998-12",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","1999-01",1
"Deposito's met opzegtermijn ","Statistisch verschil ","1999-02",0
"Deposito's met opzegtermijn ","Statistisch verschil ","1999-03",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","1999-04",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","1999-05",934
"Deposito's met opzegtermijn ","Statistisch verschil ","1999-06",-66
"Deposito's met opzegtermijn ","Statistisch verschil ","1999-07",-2
"Deposito's met opzegtermijn ","Statistisch verschil ","1999-08",-45
"Deposito's met opzegtermijn ","Statistisch verschil ","1999-09",-2
"Deposito's met opzegtermijn ","Statistisch verschil ","1999-10",0
"Deposito's met opzegtermijn ","Statistisch verschil ","1999-11",-29
"Deposito's met opzegtermijn ","Statistisch verschil ","1999-12",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2000-01",8
"Deposito's met opzegtermijn ","Statistisch verschil ","2000-02",375
"Deposito's met opzegtermijn ","Statistisch verschil ","2000-03",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2000-04",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2000-05",319
"Deposito's met opzegtermijn ","Statistisch verschil ","2000-06",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2000-07",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2000-08",-236
"Deposito's met opzegtermijn ","Statistisch verschil ","2000-09",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2000-10",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2000-11",59
"Deposito's met opzegtermijn ","Statistisch verschil ","2000-12",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2001-01",-10
"Deposito's met opzegtermijn ","Statistisch verschil ","2001-02",6
"Deposito's met opzegtermijn ","Statistisch verschil ","2001-03",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2001-04",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2001-05",-823
"Deposito's met opzegtermijn ","Statistisch verschil ","2001-06",97
"Deposito's met opzegtermijn ","Statistisch verschil ","2001-07",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2001-08",25
"Deposito's met opzegtermijn ","Statistisch verschil ","2001-09",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2001-10",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2001-11",-86
"Deposito's met opzegtermijn ","Statistisch verschil ","2001-12",-138
"Deposito's met opzegtermijn ","Statistisch verschil ","2002-01",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2002-02",-351
"Deposito's met opzegtermijn ","Statistisch verschil ","2002-03",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2002-04",-2
"Deposito's met opzegtermijn ","Statistisch verschil ","2002-05",221
"Deposito's met opzegtermijn ","Statistisch verschil ","2002-06",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2002-07",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2002-08",146
"Deposito's met opzegtermijn ","Statistisch verschil ","2002-09",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2002-10",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2002-11",558
"Deposito's met opzegtermijn ","Statistisch verschil ","2002-12",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2003-01",870
"Deposito's met opzegtermijn ","Statistisch verschil ","2003-02",-172
"Deposito's met opzegtermijn ","Statistisch verschil ","2003-03",-9
"Deposito's met opzegtermijn ","Statistisch verschil ","2003-04",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2003-05",87
"Deposito's met opzegtermijn ","Statistisch verschil ","2003-06",6
"Deposito's met opzegtermijn ","Statistisch verschil ","2003-07",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2003-08",-44
"Deposito's met opzegtermijn ","Statistisch verschil ","2003-09",48
"Deposito's met opzegtermijn ","Statistisch verschil ","2003-10",-49
"Deposito's met opzegtermijn ","Statistisch verschil ","2003-11",-127
"Deposito's met opzegtermijn ","Statistisch verschil ","2003-12",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2004-01",-2
"Deposito's met opzegtermijn ","Statistisch verschil ","2004-02",-31
"Deposito's met opzegtermijn ","Statistisch verschil ","2004-03",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2004-04",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2004-05",33
"Deposito's met opzegtermijn ","Statistisch verschil ","2004-06",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2004-07",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2004-08",319
"Deposito's met opzegtermijn ","Statistisch verschil ","2004-09",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2004-10",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2004-11",-202
"Deposito's met opzegtermijn ","Statistisch verschil ","2004-12",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2005-01",-104
"Deposito's met opzegtermijn ","Statistisch verschil ","2005-02",-398
"Deposito's met opzegtermijn ","Statistisch verschil ","2005-03",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2005-04",-3
"Deposito's met opzegtermijn ","Statistisch verschil ","2005-05",314
"Deposito's met opzegtermijn ","Statistisch verschil ","2005-06",317
"Deposito's met opzegtermijn ","Statistisch verschil ","2005-07",321
"Deposito's met opzegtermijn ","Statistisch verschil ","2005-08",407
"Deposito's met opzegtermijn ","Statistisch verschil ","2005-09",407
"Deposito's met opzegtermijn ","Statistisch verschil ","2005-10",411
"Deposito's met opzegtermijn ","Statistisch verschil ","2005-11",-26
"Deposito's met opzegtermijn ","Statistisch verschil ","2005-12",-5015
"Deposito's met opzegtermijn ","Statistisch verschil ","2006-01",-257
"Deposito's met opzegtermijn ","Statistisch verschil ","2006-02",141
"Deposito's met opzegtermijn ","Statistisch verschil ","2006-03",57
"Deposito's met opzegtermijn ","Statistisch verschil ","2006-04",-43
"Deposito's met opzegtermijn ","Statistisch verschil ","2006-05",152
"Deposito's met opzegtermijn ","Statistisch verschil ","2006-06",54
"Deposito's met opzegtermijn ","Statistisch verschil ","2006-07",-73
"Deposito's met opzegtermijn ","Statistisch verschil ","2006-08",27
"Deposito's met opzegtermijn ","Statistisch verschil ","2006-09",-101
"Deposito's met opzegtermijn ","Statistisch verschil ","2006-10",-30
"Deposito's met opzegtermijn ","Statistisch verschil ","2006-11",-3
"Deposito's met opzegtermijn ","Statistisch verschil ","2006-12",122
"Deposito's met opzegtermijn ","Statistisch verschil ","2007-01",-88
"Deposito's met opzegtermijn ","Statistisch verschil ","2007-02",115
"Deposito's met opzegtermijn ","Statistisch verschil ","2007-03",-12
"Deposito's met opzegtermijn ","Statistisch verschil ","2007-04",172
"Deposito's met opzegtermijn ","Statistisch verschil ","2007-05",336
"Deposito's met opzegtermijn ","Statistisch verschil ","2007-06",128
"Deposito's met opzegtermijn ","Statistisch verschil ","2007-07",382
"Deposito's met opzegtermijn ","Statistisch verschil ","2007-08",103
"Deposito's met opzegtermijn ","Statistisch verschil ","2007-09",149
"Deposito's met opzegtermijn ","Statistisch verschil ","2007-10",268
"Deposito's met opzegtermijn ","Statistisch verschil ","2007-11",205
"Deposito's met opzegtermijn ","Statistisch verschil ","2007-12",190
"Deposito's met opzegtermijn ","Statistisch verschil ","2008-01",317
"Deposito's met opzegtermijn ","Statistisch verschil ","2008-02",242
"Deposito's met opzegtermijn ","Statistisch verschil ","2008-03",293
"Deposito's met opzegtermijn ","Statistisch verschil ","2008-04",1026
"Deposito's met opzegtermijn ","Statistisch verschil ","2008-05",385
"Deposito's met opzegtermijn ","Statistisch verschil ","2008-06",373
"Deposito's met opzegtermijn ","Statistisch verschil ","2008-07",833
"Deposito's met opzegtermijn ","Statistisch verschil ","2008-08",259
"Deposito's met opzegtermijn ","Statistisch verschil ","2008-09",-8
"Deposito's met opzegtermijn ","Statistisch verschil ","2008-10",421
"Deposito's met opzegtermijn ","Statistisch verschil ","2008-11",267
"Deposito's met opzegtermijn ","Statistisch verschil ","2008-12",-182
"Deposito's met opzegtermijn ","Statistisch verschil ","2009-01",81
"Deposito's met opzegtermijn ","Statistisch verschil ","2009-02",109
"Deposito's met opzegtermijn ","Statistisch verschil ","2009-03",152
"Deposito's met opzegtermijn ","Statistisch verschil ","2009-04",369
"Deposito's met opzegtermijn ","Statistisch verschil ","2009-05",-54
"Deposito's met opzegtermijn ","Statistisch verschil ","2009-06",393
"Deposito's met opzegtermijn ","Statistisch verschil ","2009-07",-46
"Deposito's met opzegtermijn ","Statistisch verschil ","2009-08",15
"Deposito's met opzegtermijn ","Statistisch verschil ","2009-09",-709
"Deposito's met opzegtermijn ","Statistisch verschil ","2009-10",-1269
"Deposito's met opzegtermijn ","Statistisch verschil ","2009-11",-630
"Deposito's met opzegtermijn ","Statistisch verschil ","2009-12",-2039
"Deposito's met opzegtermijn ","Statistisch verschil ","2010-01",151
"Deposito's met opzegtermijn ","Statistisch verschil ","2010-02",-500
"Deposito's met opzegtermijn ","Statistisch verschil ","2010-03",680
"Deposito's met opzegtermijn ","Statistisch verschil ","2010-04",-568
"Deposito's met opzegtermijn ","Statistisch verschil ","2010-05",-65
"Deposito's met opzegtermijn ","Statistisch verschil ","2010-06",-3308
"Deposito's met opzegtermijn ","Statistisch verschil ","2010-07",16
"Deposito's met opzegtermijn ","Statistisch verschil ","2010-08",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2010-09",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2010-10",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2010-11",90
"Deposito's met opzegtermijn ","Statistisch verschil ","2010-12",-72
"Deposito's met opzegtermijn ","Statistisch verschil ","2011-01",29
"Deposito's met opzegtermijn ","Statistisch verschil ","2011-02",-4
"Deposito's met opzegtermijn ","Statistisch verschil ","2011-03",312
"Deposito's met opzegtermijn ","Statistisch verschil ","2011-04",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2011-05",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2011-06",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2011-07",2
"Deposito's met opzegtermijn ","Statistisch verschil ","2011-08",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2011-09",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2011-10",-5
"Deposito's met opzegtermijn ","Statistisch verschil ","2011-11",393
"Deposito's met opzegtermijn ","Statistisch verschil ","2011-12",-3
"Deposito's met opzegtermijn ","Statistisch verschil ","2012-01",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2012-02",2
"Deposito's met opzegtermijn ","Statistisch verschil ","2012-03",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2012-04",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2012-05",6
"Deposito's met opzegtermijn ","Statistisch verschil ","2012-06",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2012-07",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2012-08",618
"Deposito's met opzegtermijn ","Statistisch verschil ","2012-09",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2012-10",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2012-11",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2012-12",2182
"Deposito's met opzegtermijn ","Statistisch verschil ","2013-01",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2013-02",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2013-03",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2013-04",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2013-05",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2013-06",-16
"Deposito's met opzegtermijn ","Statistisch verschil ","2013-07",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2013-08",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2013-09",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2013-10",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2013-11",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2013-12",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2014-01",1
"Deposito's met opzegtermijn ","Statistisch verschil ","2014-02",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2014-03",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2014-04",2
"Deposito's met opzegtermijn ","Statistisch verschil ","2014-05",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2014-06",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2014-07",-4
"Deposito's met opzegtermijn ","Statistisch verschil ","2014-08",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2014-09",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2014-10",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2014-11",4
"Deposito's met opzegtermijn ","Statistisch verschil ","2014-12",-3318
"Deposito's met opzegtermijn ","Statistisch verschil ","2015-01",-310
"Deposito's met opzegtermijn ","Statistisch verschil ","2015-02",-145
"Deposito's met opzegtermijn ","Statistisch verschil ","2015-03",951
"Deposito's met opzegtermijn ","Statistisch verschil ","2015-04",-1688
"Deposito's met opzegtermijn ","Statistisch verschil ","2015-05",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2015-06",-116
"Deposito's met opzegtermijn ","Statistisch verschil ","2015-07",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2015-08",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2015-09",-31
"Deposito's met opzegtermijn ","Statistisch verschil ","2015-10",0
"Deposito's met opzegtermijn ","Statistisch verschil ","2015-11",-1
"Deposito's met opzegtermijn ","Statistisch verschil ","2015-12",76
